project,amt_2024_actual,amt_2025_final,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Purchase of 3No. Haier Thermocool Top Mount 2Door Fridge HRF-210BLUX,0.0,0.0,0.0,1944000.0,0.0,0.0,500,0.625,0.64297,011110500100,Office of the Chief of Staff,32010610,REFRIDGERATORS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126044000,Reform of Government and Governance - General
Purchase of 1No. Haier Thermocool Top Mount Direct Cool Refrigerator 95BEX,0.0,1389897.6,0.0,390840.0,0.0,0.0,500,0.63317,0.65114,011110500100,Office of the Chief of Staff,32010610,REFRIDGERATORS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126044100,Reform of Government and Governance - General
Purchase of 1No. Gubabi Fireproof Safe -Manual Lock Type - Ds 170,0.0,1527004.8,0.0,4285714.28,0.0,0.0,500,0.64216,0.66013,011110500100,Office of the Chief of Staff,32010650,FIRE PROOF SAFES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126044200,Reform of Government and Governance - General
Purchase of 1No. digital-fireproof-safe-bs-t750,0.0,35520.0,0.0,1612285.72,0.0,0.0,500,0.65033,0.6683,011110500100,Office of the Chief of Staff,32010650,FIRE PROOF SAFES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126044300,Reform of Government and Governance - General
Purchase of 2No. Booil Fire Resistant Safe,0.0,24860.45,0.0,1268571.43,0.0,0.0,500,0.65931,0.67729,011110500100,Office of the Chief of Staff,32010650,FIRE PROOF SAFES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126044400,Reform of Government and Governance - General
Sumec Firman Generator ECO 8990ES,826500.0,3269971.2,0.0,4610400.0,0.0,0.0,500,0.70261,0.72059,011111300100,Bureau of Protocol and Ceremonials,32010305,POWER GENERATING SETS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Luminous 250W /24V Mono Solar Panel,0.0,13738785.99,0.0,10911000.0,0.0,0.0,500,0.71078,0.72876,011111300100,Bureau of Protocol and Ceremonials,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Kia Rio 2023 Blue/Sedan,0.0,36882068.0,4248000.0,29400000.0,0.0,0.0,500,0.71977,0.73775,011111300100,Bureau of Protocol and Ceremonials,32010405,MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"dell-optiplex-5250, dell-optiplex-5250-16gb-intel-core-i7-ssd-512gb-",1368530.0,9457480.0,0.0,7796400.0,0.0,0.0,500,0.72794,0.74592,011111300100,Bureau of Protocol and Ceremonials,32010501,COMPUTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"HP 280 G2, Micro Tower Core i5 500/4GB DVDRW DOS - V7Q99EA",715500.0,0.0,0.0,0.0,0.0,0.0,500,0.73693,0.7549,011111300100,Bureau of Protocol and Ceremonials,32010501,COMPUTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
HP Color Laserjet Pro Mfp 3303sdw Printer - 499m6a,454206.0,6203449.6,497600.0,6480000.0,0.0,0.0,500,0.74592,0.76389,011111300100,Bureau of Protocol and Ceremonials,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Hp Laserjet M211d Printer,410652.0,0.0,0.0,0.0,0.0,0.0,500,0.75408,0.77206,011111300100,Bureau of Protocol and Ceremonials,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
HP Laserjet - Pro 4003dw Printer,150000.0,0.0,0.0,0.0,0.0,0.0,500,0.76307,0.78105,011111300100,Bureau of Protocol and Ceremonials,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Sharp BP-20M22 MULTIFUNCTIONAL PRINTER COPIER,1050000.0,8327664.0,0.0,12148200.0,0.0,0.0,500,0.77124,0.78922,011111300100,Bureau of Protocol and Ceremonials,32010505,PHOTOCOPIERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Sharp copier AR 6020N,500000.0,0.0,0.0,0.0,0.0,0.0,500,0.78023,0.7982,011111300100,Bureau of Protocol and Ceremonials,32010505,PHOTOCOPIERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Blue Gate BLUEGATE UPS 1.5KVA,332005.92,3543267.5,248500.0,5316000.0,0.0,0.0,500,0.7884,0.80637,011111300100,Bureau of Protocol and Ceremonials,32010551,U.P.S,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
BLUE GATE Ups 4kva,3383.19,0.0,0.0,0.0,0.0,0.0,500,0.79739,0.81536,011111300100,Bureau of Protocol and Ceremonials,32010551,U.P.S,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
SanDisk 2TB Extreme Portable External SSD,0.0,3182457.8,244590.0,7588800.0,0.0,0.0,500,0.80637,0.82435,011111300100,Bureau of Protocol and Ceremonials,32010552,COMPUTER STORAGE DEVICES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Samsung 1TB 2.5"" Sata Iii SSD Mz-7pd512 Solid State Drive SSD Laptop",0.0,1497785.0,1236000.0,7740000.0,0.0,0.0,500,0.81454,0.83252,011111300100,Bureau of Protocol and Ceremonials,32010555,OTHER EQUIPMENTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Ergonomic Office Chair,549500.0,6169806.24,495000.0,8713542.89,0.0,0.0,500,0.82353,0.8415,011111300100,Bureau of Protocol and Ceremonials,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Executive Office Chair,137500.0,0.0,0.0,0.0,0.0,0.0,500,0.8317,0.84967,011111300100,Bureau of Protocol and Ceremonials,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Black Executive Visitor Chair,479700.39,0.0,0.0,0.0,0.0,0.0,500,0.84069,0.85866,011111300100,Bureau of Protocol and Ceremonials,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
ergonomic-swivel-office-chair-1,487500.0,0.0,0.0,0.0,0.0,0.0,500,0.84886,0.86683,011111300100,Bureau of Protocol and Ceremonials,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
1-4-meter-executive-office-table,879800.0,6165088.0,238000.0,9800502.84,0.0,0.0,500,0.85784,0.87582,011111300100,Bureau of Protocol and Ceremonials,32010602,TABLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
3-metre-executive-office-table,435000.0,0.0,0.0,0.0,0.0,0.0,500,0.86601,0.88399,011111300100,Bureau of Protocol and Ceremonials,32010602,TABLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
6 Doors Steel Storage Locker with handle,861822.5,2300275.2,250000.0,3608571.47,0.0,0.0,500,0.875,0.89297,011111300100,Bureau of Protocol and Ceremonials,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Hisense 40"" Led Smart Full Hd Tv,2 Hdmi, 2 Usb Divx,1 Av ,black, Wi Fi",847500.0,6166441.51,249000.0,7013426.4,0.0,0.0,500,0.88399,0.90196,011111300100,Bureau of Protocol and Ceremonials,32010604,TELEVISION SETS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
LG Lg Split Ac 2.0hp Dual Inverter,1943100.0,4072012.8,500000.0,18133344.0,0.0,0.0,500,0.89216,0.91013,011111300100,Bureau of Protocol and Ceremonials,32010606,AIR CONDITIONER,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Lontor Rechargeable Standing Fan 16"" with USB CTL-CF034R-16",0.0,1094134.4,495200.0,2523600.0,0.0,0.0,500,0.90114,0.91912,011111300100,Bureau of Protocol and Ceremonials,32010609,CEILING /STANDING/ RECHARGEABLE FANS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Haier Thermocool 185L Direct Cool Fridge HR 185CS,847000.0,3183065.6,744000.0,6256032.0,0.0,0.0,501,0.08987,0.10784,011111300100,Bureau of Protocol and Ceremonials,32010610,REFRIDGERATORS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
Purchase of (one) 1 Power Generating set Lutian Generator LT 3500E 3.5 kva,0.0,508191.74,0.0,369684.0,0.0,0.0,501,0.13317,0.15114,011101100100,Ogun State Government Delivery Office,32010305,POWER GENERATING SETS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126050900,Reform of Government and Governance - General
Purchase of (one) 1 JAC J7 1.5 FWD 2022 Black/ Sudan Motor Vehicle,0.0,33512380.5,0.0,36968400.0,0.0,0.0,501,0.14134,0.15931,011101100100,Ogun State Government Delivery Office,32010405,MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051000,Reform of Government and Governance - General
"Purchase of (three) 3 Computer HP - elitebook 840gb, intel- core i7 32gb ram 1tb- ssd backlit-reader-win",960000.0,2321921.16,0.0,3121776.0,0.0,0.0,501,0.15033,0.1683,011101100100,Ogun State Government Delivery Office,32010501,COMPUTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051100,Reform of Government and Governance - General
Purchase of (one) 1 HP Officerjet pro 9720 Wide Format All in One Printer,0.0,1167252.91,0.0,451836.0,0.0,0.0,501,0.15931,0.17729,011101100100,Ogun State Government Delivery Office,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051200,Reform of Government and Governance - General
Purchase of (one) 1 CANNON Canoscan Lide 400 Colour Image Scanner,0.0,1835842.68,0.0,219072.0,0.0,0.0,501,0.16748,0.18546,011101100100,Ogun State Government Delivery Office,32010503,SCANNERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051300,Reform of Government and Governance - General
Purchase of (one) 1 HP Laser jet Multifunction 137FNW Printer-4ZB84A,850000.0,1257774.57,0.0,574790.16,0.0,0.0,501,0.17647,0.19444,011101100100,Ogun State Government Delivery Office,32010505,PHOTOCOPIERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051400,Reform of Government and Governance - General
"Purchase of (Two) 2 Transcend External Hard Disk Drive Hdd Transcend-1tb (one) 1 500GB Internal Hard Disk Drive Laptop Hard Drive, Five (5) Portable 2TB USB 3.0",0.0,1084742.84,0.0,558633.6,0.0,0.0,501,0.18464,0.20261,011101100100,Ogun State Government Delivery Office,32010552,COMPUTER STORAGE DEVICES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051500,Reform of Government and Governance - General
"Purchase of (Three) 3 Executive Officer Chair-Brown, (Two) 2 Office Chair with Headrest, (Three) 3 Headrest Victory Office Chair- Black",440000.0,1242681.27,0.0,1694932.68,0.0,0.0,501,0.19363,0.2116,011101100100,Ogun State Government Delivery Office,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051600,Reform of Government and Governance - General
"Purchase of (One) 1 Executive Officer Table, (Two) 2 1-4 meter executive office table",330000.0,2811729.63,0.0,1897320.01,0.0,0.0,501,0.2018,0.21977,011101100100,Ogun State Government Delivery Office,32010602,TABLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051700,Reform of Government and Governance - General
"Purchase of (Two) 2 Steel file Cabinet, (One ) 1 Fire proof Safes ESD 1011, (One )1 4 Door Filing cabinet.",0.0,1716640.89,580000.0,1909545.0,0.0,0.0,501,0.21078,0.22876,011101100100,Ogun State Government Delivery Office,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051800,Reform of Government and Governance - General
Purchase of (Three) 3 Hisense 43 Full HD LED Television + free Wall brackets,0.0,1005975.0,0.0,1191204.0,0.0,0.0,501,0.21895,0.23693,011101100100,Ogun State Government Delivery Office,32010604,TELEVISION SETS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126051900,Reform of Government and Governance - General
Purchase of (Two) 2 Scanfrost 1hp Air Conditioner Sfacs9m Btu with wave series,0.0,1005266.79,500000.0,898469.04,0.0,0.0,501,0.22794,0.24592,011101100100,Ogun State Government Delivery Office,32010606,AIR CONDITIONER,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126052000,Reform of Government and Governance - General
Purchase of (Three) 3 Hisense REF 176L Single Door with Dispenser silver 23 RSDRND,0.0,909980.84,0.0,1273314.92,0.0,0.0,501,0.23693,0.2549,011101100100,Ogun State Government Delivery Office,32010610,REFRIDGERATORS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126052100,Reform of Government and Governance - General
MONITORING AND EVALUATION OF DEVELOPMENTAL CAPITAL PROJECTS,0.0,44456.01,0.0,0.0,0.0,0.0,501,0.2451,0.26307,011101100100,Ogun State Government Delivery Office,32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126052200,Reform of Government and Governance - General
Procurement of 5nos of ups,0.0,366872.38,0.0,0.0,0.0,0.0,501,0.25408,0.27206,011101100100,Ogun State Government Delivery Office,32010551,U.P.S,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126052300,Reform of Government and Governance - General
Purchase of 2nos of shelves,600000.0,0.0,0.0,0.0,0.0,0.0,501,0.26225,0.28023,011101100100,Ogun State Government Delivery Office,32010608,SHELVES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126052400,Reform of Government and Governance - General
"PROCUREMENT OF (2031) NOS OF CCTV, DRONE E.T.C",0.0,470930430.0,0.0,579563881.61,0.0,0.0,501,0.30556,0.32353,011101700200,Gateway Response Squad,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000100,Emergency Response and Relief Services
PROCUREMENT OF (36) NOS OF JAC T6 2025 BLACK/PICKUP,0.0,2101370000.0,0.0,2873880000.0,0.0,0.0,501,0.31454,0.33252,011101700200,Gateway Response Squad,32010405,MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000200,Emergency Response and Relief Services
PROCUREMENT OF (500) NOS OF SECURITY MOTOR CYCLES,3180000.0,502987500.0,0.0,1141000000.0,0.0,0.0,501,0.32271,0.34069,011101700200,Gateway Response Squad,32010407,MOTOR CYCLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000300,Emergency Response and Relief Services
PROCUREMENT OF (150) AMUNITIONS/(67) OTHER SOPHISTICATED EQUIPMENT,0.0,714912900.0,650700000.0,618992500.0,0.0,0.0,501,0.3317,0.34967,011101700200,Gateway Response Squad,32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000400,Emergency Response and Relief Services
"PROCUREMENT OF (801) NOS OF CCTV,DRONE E.T.C",0.0,470259780.0,250000000.0,228624608.08,0.0,0.0,501,0.375,0.39297,011101700300,Social Safety,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070126000100,Disaster Preparedness and Risk Reduction
PROCUREMENT OF (35) NOS OF JAC T6 2025 BLACK/PICKUP,0.0,1472200000.0,0.0,2794050000.0,0.0,0.0,501,0.38317,0.40114,011101700300,Social Safety,32010405,MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070126000200,Disaster Preparedness and Risk Reduction
PROCUREMENT OF (508) NOS OF SECURITY MOTOR CYCLES,0.0,502987500.0,211874946.58,1449070000.0,0.0,0.0,501,0.39216,0.41013,011101700300,Social Safety,32010407,MOTOR CYCLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070126000300,Disaster Preparedness and Risk Reduction
PROCUREMENT OF (200) NOS OF SECURITY AMUNITIONS,0.0,344714100.0,128100000.0,342300000.0,0.0,0.0,501,0.40033,0.4183,011101700300,Social Safety,32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070126000400,Disaster Preparedness and Risk Reduction
PROCUREMENT OF (10) NOS OF SOPHISTICATED SECURITY SUVEILLANCE DRONES,0.0,0.0,0.0,399350000.0,0.0,0.0,501,0.40931,0.42729,011101700300,Social Safety,32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070126000500,Disaster Preparedness and Risk Reduction
"PROCUREMENT OF (1000) NOS OF CCTV,DRONE E.T.C",0.0,203609340.0,0.0,285461799.98,0.0,0.0,501,0.45261,0.47059,011101700400,Social Order Protection,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23100126000100,Social Protection Not Elsewhere Classified
PROCUREMENT OF (23) NOS OF JAC T6 2025 BLACK/PICKUP,0.0,977760000.0,0.0,1836090000.0,0.0,0.0,501,0.46078,0.47876,011101700400,Social Order Protection,32010405,MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23100126000200,Social Protection Not Elsewhere Classified
PROCUREMENT OF (503) NOS OF SECURITY MOTOR CYCLES,0.0,80478000.0,0.0,1147846000.0,0.0,0.0,501,0.46977,0.48775,011101700400,Social Order Protection,32010407,MOTOR CYCLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23100126000300,Social Protection Not Elsewhere Classified
PROCUREMENT OF (500) NOS OF SECURITY AMUNITION,0.0,1394952000.0,343750000.0,1426250000.0,0.0,0.0,501,0.47794,0.49592,011101700400,Social Order Protection,32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23100126000400,Social Protection Not Elsewhere Classified
PROCUREMENT OF (600) NOS OF OTHER SECURITY EQUIPMENT,0.0,0.0,0.0,376530000.0,0.0,0.0,501,0.48693,0.5049,011101700400,Social Order Protection,32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23100126000500,Social Protection Not Elsewhere Classified
"RENOVATION OF OFFICE 4 ZONAL OFFICES @ COST N21,112,735",0.0,13413000.0,0.0,21112735.0,0.0,0.0,501,0.53023,0.5482,011101700500,Ogun State Security Network (Amotekun),32010101,LAND & BUILDINGS - ADMINISTRATIVE,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226008400,Emergency Response and Relief Services
PURCHASE OF FIVE (5) DJI MAVIC AIR 2S DRONE CAMERA,0.0,0.0,0.0,12265750.0,0.0,0.0,501,0.5384,0.55637,011101700500,Ogun State Security Network (Amotekun),32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226008500,Emergency Response and Relief Services
PURCHASE FIFTY (50) LEVEL III BULLETPROOF VEST,0.0,0.0,0.0,17514350.0,0.0,0.0,501,0.54739,0.56536,011101700500,Ogun State Security Network (Amotekun),32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226008600,Emergency Response and Relief Services
PURCHASE OF 2 SUMEC FIRMAN 10990ES,0.0,1953600.0,0.0,1176000.0,0.0,0.0,501,0.55556,0.57353,011101700500,Ogun State Security Network (Amotekun),32010305,POWER GENERATING SETS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226008700,Emergency Response and Relief Services
PURCHASE OF 1 JAC JS4 1.5 FWD 2023 Black/SUV,0.0,147937500.0,0.0,76800000.0,0.0,0.0,501,0.56454,0.58252,011101700500,Ogun State Security Network (Amotekun),32010405,MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226008800,Emergency Response and Relief Services
"PROCURE OF 15 MOTORCYCLES @N2,852,030EACH",0.0,20119500.0,0.0,42780450.0,0.0,0.0,501,0.57271,0.59069,011101700500,Ogun State Security Network (Amotekun),32010407,MOTOR CYCLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226008900,Emergency Response and Relief Services
"PURCHASE OF 3 HP-eliteone-800-G4, Aio-23.8-inch-fhd-core-i5-8500-3.0ghz-16gb-ram-512",0.0,5185599.93,0.0,5968200.0,0.0,0.0,501,0.5817,0.59967,011101700500,Ogun State Security Network (Amotekun),32010501,COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009000,Emergency Response and Relief Services
"PURCHASE OF 2 hp-200-G4, All-in-one-4gb-intel-core-i3-hdd-1t-",0.0,613312.0,0.0,4860000.0,0.0,0.0,501,0.59069,0.60866,011101700500,Ogun State Security Network (Amotekun),32010501,COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009100,Emergency Response and Relief Services
PURCHASE OF 4 HP Color Laserjet Pro Mfp 3303sdw Printer - 499m6a,0.0,613312.0,0.0,3600000.0,0.0,0.0,501,0.59886,0.61683,011101700500,Ogun State Security Network (Amotekun),32010502,PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009200,Emergency Response and Relief Services
PURCHASE OF 2 Canon Imageformula DR-C225 Office Document Scanner,0.0,595552.0,0.0,1560000.0,0.0,0.0,501,0.60784,0.62582,011101700500,Ogun State Security Network (Amotekun),32010503,SCANNERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009300,Emergency Response and Relief Services
PURCHASE OF 2 Sharp copier AR 6020N,0.0,0.0,0.0,1738800.0,0.0,0.0,501,0.61601,0.63399,011101700500,Ogun State Security Network (Amotekun),32010505,PHOTOCOPIERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009400,Emergency Response and Relief Services
PURCHASE OF 4 Blue Gate 100% Genune Original BLUEGATE 2000VA UPS - (2kva),0.0,841337.13,0.0,1050000.0,0.0,0.0,501,0.625,0.64297,011101700500,Ogun State Security Network (Amotekun),32010551,U.P.S,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009500,Emergency Response and Relief Services
PURCHASE OF 2 Canon Camera Eos 250d 18 - 55mm,0.0,2682600.0,0.0,10200000.0,0.0,0.0,501,0.63317,0.65114,011101700500,Ogun State Security Network (Amotekun),32010554,CAMERAS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009600,Emergency Response and Relief Services
PURCHASE OF FOURTY (40) HANDCUFFS,12883000.0,22331353.94,9950000.0,7616000.0,0.0,0.0,501,0.64216,0.66013,011101700500,Ogun State Security Network (Amotekun),32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009700,Emergency Response and Relief Services
PURCHASE OF SEVENTY (70) RADIO COMMUNICATION DEVICE,0.0,0.0,0.0,10250100.0,0.0,0.0,501,0.65033,0.6683,011101700500,Ogun State Security Network (Amotekun),32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009800,Emergency Response and Relief Services
PURCHASE OF NINETY (90) FLASH LIGHT,0.0,0.0,0.0,4866120.0,0.0,0.0,501,0.65931,0.67729,011101700500,Ogun State Security Network (Amotekun),32010555,OTHER EQUIPMENTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226009900,Emergency Response and Relief Services
PURCHASE OF 2 Executive Office Chair,0.0,1425536.0,0.0,2283685.68,0.0,0.0,501,0.6683,0.68627,011101700500,Ogun State Security Network (Amotekun),32010601,CHAIRS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226010000,Emergency Response and Relief Services
PURCHASE OF 1 Modern-reception-desk-1-4-meter,0.0,0.0,0.0,4108032.0,0.0,0.0,501,0.67647,0.69444,011101700500,Ogun State Security Network (Amotekun),32010602,TABLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226010100,Emergency Response and Relief Services
MONITORING AND EVALUATION OF DEVELOPMENTAL CAPITAL PROJECTS,0.0,0.0,0.0,782282.7,0.0,0.0,501,0.68546,0.70343,011101700500,Ogun State Security Network (Amotekun),32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226010200,Emergency Response and Relief Services
"RENOVATION OF TRAINING SCHOOL HALL AT ILARO: TILES, PAINTING, BURGLARY PROOF, ALLUMINIUM WINDOW, ELECTRICAL WIRING AND FITTINGS AND GEAR SWITCH",0.0,17154447.57,0.0,18210131.8,0.0,0.0,501,0.72794,0.74592,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010153,LAND & BUILDINGS - SPORTING FACILTIES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000500,Emergency Response and Relief Services
"PURCHASE OF 10 ARMS &ARMUNITION @N1,255,100 EACH,17 BULLET PROOF VEST AMERICAN @N479,220 ,10 CARTONS OF ARMUNITION@N855,750,99 PCS OF HANDCUFF @ N28,525,94 PCS OF VEST @ N4564 AND 100 PCS OF PEPPER SPRAY @ N17115",0.0,32459460.07,0.0,29011066.06,0.0,0.0,501,0.73693,0.7549,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000600,Emergency Response and Relief Services
Purchase of 1 Sumec Firman Generator ECO 8990ES AND 1 FPG8800E2,0.0,2926848.0,999500.0,2019600.0,0.0,0.0,501,0.74592,0.76389,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010305,POWER GENERATING SETS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000700,Emergency Response and Relief Services
"Purchase of 1 SOLAR 5kVA/48V Inverter + 4 X 200AH batteries + rack + installation,CONTROLLER mppt 30A - 48V,TALL TUBULAR BATTERY 220AH,LUMINOUS 250W/24V MONO SOLAR PANEL",0.0,4194718.5,0.0,4622832.0,0.0,0.0,501,0.75408,0.77206,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000800,Emergency Response and Relief Services
"Purchase of 1 JAC T6 2022 White/Pickup truck@N50,400,000",0.0,36882068.0,0.0,50400000.0,0.0,0.0,501,0.76307,0.78105,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010405,MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226000900,Emergency Response and Relief Services
